,人员规模,企业地址,公司名,公司类型,参保人数,实缴资本,成立日期,所属地区,所属行业,曾用名,核准日期,注册号,注册号公司名,注册资本,登记机关,纳税人识别号,组织机构代码,经营方式,经营状态,经营范围,统一社会信用,统一社会信用代码,英文名,营业期限
585,-,潍坊市潍城区于河工业园查看地图附近公司,潍坊赛沃尔生物技术有限公司在业,有限责任公司(自然人投资或控股),-,200万人民币元,2009-02-23,山东省,科学研究和技术服务业,-,2015-10-19,370700200006697,,200万人民币元,潍坊市潍城区市场监督管理局,913707026848437105,68484371-0,,在营（开业）企业,研发微生物制品;节能环保技术研究、技术转让;销售节能环保产品;货物进出口、技术进出口。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,913707026848437105,-,2009-02-23至2029-02-22
586,-,山东省济宁市汶上县南旺镇南旺四村尚书大街042号查看地图附近公司,汶上县瑞庭豆制品店在业,个体工商户,,-,2016-12-06,山东省,-,-,2016-12-06,370830600383607,,-,汶上县工商行政管理局,92370830MA3CNU9G9T,-,-,在营（开业）企业,豆制品的制作销售;副食品的销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)(有效期限以许可证为准),,92370830MA3CNU9G9T,-,***至无固定期限
587,-,汶上县内外流动查看地图附近公司,李瑞祥在业,个体,,-,2012-05-07,山东省,-,-,2012-05-07,370830600198834,,-,汶上县工商行政管理局,-,-,-,在营（开业）企业,生活性消杀用品及小百货销售(有效期至2012年10月31日止)。(涉及许可经营的须凭许可证或批准文件经营),,-,-,***至无固定期限
588,-,汶上县汶上镇路街村查看地图附近公司,路则乐在业,个体,,-,2007-03-16,山东省,-,-,2007-03-16,370830600100302,,-,汶上县工商行政管理局,-,-,-,在营（开业）企业,烟酒糖茶、日用百货销售。(凡涉及许可经营的须凭许可证或批准文件经营),,-,-,***至无固定期限
589,-,山东省日照市五莲县街头镇商业街查看地图附近公司,五莲县昊宇健康信息咨询中心存续,个体工商户,,-,2014-07-28,山东省,居民服务、修理和其他服务业,-,2014-07-28,371121600225151,,-,五莲县市场监督管理局,-,-,-,存续,仅限健康信息咨询（不含经济信息咨询），不包括健康保健产品零售及相关保健服务（依法须经批准的项目，经相关部门批准后，方可开展经营活动）,,-,-,***至无固定期限
590,-,-,五莲一中机电维修部注销,集体经营单位(非法人),-,-,1991-12-18,山东省,制造业,-,2006-09-07,3711211900027,,3万人民币元,五莲县市场监督管理局,-,-,,注销,电器维修电气焊*(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,***至2009-03-08
591,-,山东省德州市夏津县开发区华夏A区查看地图附近公司,夏津县城秀服装经营店存续,个体工商户,,-,2017-09-06,山东省,-,-,2017-09-06,371427600332360,,-,夏津县工商行政管理局,92371427MA3L7H3PXK,-,-,存续,服装销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92371427MA3L7H3PXK,-,***至无固定期限
592,-,山东省泰安市放城东埠村查看地图附近公司,新泰市放城镇东埠加油站注销,个体工商户,,-,2000-05-01,山东省,批发和零售业,-,2017-05-22,370982600031365,,-,新泰市工商行政管理局,-,-,-,注销,柴油、机油、黄油零售。,,-,-,***至无固定期限
593,-,山东省泰安市新泰市宫里镇府前街镇便民服务中心南邻查看地图附近公司,泰安市百善生态农业有限公司在业,有限责任公司(自然人投资或控股),-,-,2017-01-13,山东省,农、林、牧、渔业,-,2017-09-20,370982200074083,,1000万人民币元,新泰市工商行政管理局,91370982MA3D4P2L94,MA3D4P2L-9,,在营（开业）企业,农业信息咨询;农业技术技术开发、咨询、交流、转让、推广服务;广告设计;瓜果蔬菜、花卉苗木、农作物的种植及销售;水产养殖及销售;家禽养殖及销售;草坪、盆景的培育及销售;农业休闲观光旅游;房地产开发;农用机械、农具、化肥及食用农产品的销售;农业机械服务园林绿化工程施工、园林技术服务;预包装食品生产、加工、销售。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370982MA3D4P2L94,-,2017-01-13至2067-01-12
594,-,山东省泰安市新泰市龙廷镇北站村小官家洼东岭查看地图附近公司,新泰市龙廷清泉水厂曾用名在业,个人独资企业,-,-,2015-05-05,山东省,制造业,新泰市龙廷清泉纯净水厂,2016-08-16,370982300008912,,-,新泰市工商行政管理局,91370982310524117M,31052411-7,,在营（开业）企业,桶装饮用水生产加工及销售(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91370982310524117M,-,***至无固定期限
595,-,山东省泰安市新泰市明珠西路西段（交通局宿舍门头房111号）查看地图附近公司,新泰市青云街道经纬天地测量仪器销售中心存续,个体工商户,,-,2016-11-18,山东省,-,-,2016-11-18,370982600704795,,-,新泰市工商行政管理局,-,-,-,存续,测量仪器批发、零售及维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
596,-,山东省泰安市新泰市青云街道金马社区金斗路南段查看地图附近公司,新泰市汇林矿山配件有限公司在业非正常户,有限责任公司(自然人独资),-,-,2016-09-18,山东省,批发和零售业,-,2017-10-10,370982200067449,,50万人民币元,新泰市工商行政管理局,91370982MA3CGY3P7K,MA3CGY3P-7,,在营（开业）企业,矿山配件的加工、销售;矿山机械、冶金机械、建筑机械、水泥机械及配件的销售与维修;通用零部件的制造、销售;钢结构的销售与安装;矿用支护用品、五金交电、机电设备、日用百货、劳保用品、建材、钢材、计算机及耗材、装饰材料、金属材料、工艺品、家用电器、洗化用品的销售;木材加工。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370982MA3CGY3P7K,-,2016-09-18至无固定期限
597,-,山东省泰安市新泰市青云街道新甫社区杏山路四胡同一号查看地图附近公司,新泰市众心百姓医药有限公司第十九分店在业,有限责任公司分公司(自然人独资),-,-,2018-05-24,山东省,-,-,2018-05-24,-,,-,新泰市工商行政管理局,91370982MA3N6DB018,-,,在营（开业）企业,处方药、非处方药,,91370982MA3N6DB018,-,2018-05-24至无固定期限
598,-,新泰市不夜城中段西侧（网吧街北段）查看地图附近公司,新泰市青云街道林记沙县小吃店存续,个体工商户,,-,2014-04-08,山东省,住宿和餐饮业,-,2014-04-08,370982600496036,,-,新泰市工商行政管理局,-,-,-,存续,小吃店(不含凉菜、不含裱花蛋糕、不含生食海产品）（有效期限以许可证为准）。,,-,-,***至无固定期限
599,-,新泰市东周路（老一中东邻）查看地图附近公司,新泰市中维纳斯皮具店存续,个体工商户,,-,2013-08-06,山东省,批发和零售业,-,2013-08-06,370982600452931,,-,新泰市工商行政管理局,-,-,-,存续,皮具、箱包,,-,-,***至无固定期限
600,-,新泰市新安路567号（长途汽车站）查看地图附近公司,新泰市开发区伟元副食超市存续,个体工商户,,-,2013-07-27,山东省,批发和零售业,新泰市中伟元副食超市,2016-11-16,370982600447288,,-,新泰市工商行政管理局,-,-,-,存续,日用百货、卷烟、洗化用品零售；零售预包装食品兼散装食品、乳制品（含婴幼儿配方乳粉）。(依法须经批准的项目，经相关部门批准后方可开展经营活动),,-,-,***至无固定期限
601,-,山东省烟台市经济技术开发区长白山路10号查看地图附近公司,烟台市清伟百货店在业,个人独资企业,-,-,2016-11-15,山东省,批发和零售业,-,2016-11-15,370635300031199,,5万人民币元,烟台经济技术开发区市场监督管理局,91370600MA3CLLAU4L,MA3CLLAU-4,,在营（开业）企业,日用百货零售。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370600MA3CLLAU4L,-,***至无固定期限
602,-,烟台开发区晨光小区3B号楼4单元4号查看地图附近公司,烟台多媒数字城市网络科技有限公司吊销非正常户,有限责任公司(自然人投资或控股),-,200万人民币元,2004-12-21,山东省,信息传输、软件和信息技术服务业,-,2011-06-01,370635228059129,,200万人民币元,烟台经济技术开发区市场监督管理局,370602769742759,76974275-9,,吊销,销售计算机通信及网络产品;计算机网络信息系统集成、综合布线;智能化楼宇设计、安装;不锈钢制品销售、安装;教学用具、办公用品、家具、体育器材销售(国家有专项规定的除外)。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,YantaiDuomeiDigitalNetworkTechnologyCo.Ltd.,2004-12-21至2014-12-20
603,少于50人,烟台开发区鑫台建材城查看地图附近公司,烟台开发区双鲸科技开发有限公司在业,有限责任公司(自然人投资或控股),-,50万人民币元,1996-07-25,山东省,制造业,-,2015-11-13,370635228042934,,50万人民币元,烟台经济技术开发区市场监督管理局,91370600265385794W,26538579-4,,在营（开业）企业,电子产品、化工产品科技开发;机械产品、仪器仪表的批发、零售。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91370600265385794W,-,1996-07-25至2046-07-24
604,-,福山区崇文街东华花园1号楼东起第７号门市查看地图附近公司,福山区咱家手擀面店存续,个体工商户,,-,2012-08-22,山东省,住宿和餐饮业,-,2012-08-22,370611600160786,,-,烟台市福山区市场监督管理局,-,-,-,存续,小型餐馆（中餐类制售，不含凉菜、不含裱花蛋糕、不含生食海产品，许可证范围及有效期内经营，许可证有效期至2015年7月14日）,,-,-,***至无固定期限
605,-,福山区恒生1号小区12号楼与13号楼之间查看地图附近公司,福山区清洋帝波尔服装店在业,个体工商户,,-,2014-06-16,山东省,批发和零售业,-,2014-06-16,370611600192637,,-,烟台市福山区市场监督管理局,-,-,-,在营（开业）企业,服装批发、零售(依法须经批准的项目经相关部门批准后方可开展经营活动),,-,-,***至无固定期限
606,-,烟台市福山区蒲湾村查看地图附近公司,烟台市淏慧机械零部件加工厂在业,个人独资企业,-,-,2014-04-09,山东省,制造业,-,2017-03-21,370611300009491,,-,烟台市福山区市场监督管理局,91370611493511393K,49351139-3,,在营（开业）企业,机械零部件加工、销售;电气焊加工。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370611493511393K,-,***至无固定期限
607,-,山东省龙口市东江镇前宋村查看地图附近公司,烟台南山铝制品有限公司吊销,有限责任公司(台港澳与境内合资),-,-,1996-02-07,山东省,制造业,-,1996-02-07,企合鲁烟总字第003358号,,800万美元,烟台市工商行政管理局,-,-,,吊销,生产销售铝合金散热器及铝制品,,-,-,1996-02-07至2007-02-07
608,-,莱山区大庄村查看地图附近公司,烟台市莱山区滨海办事处恒发摩托配件商店存续,个体工商户,,-,2006-03-14,山东省,批发和零售业,-,2006-03-14,370613600031686,,-,烟台市莱山区市场监督管理局,-,-,-,存续,摩托配件零售,,-,-,***至无固定期限
609,-,莱山区清泉路23号祥隆广场地下商城214号查看地图附近公司,莱山区俪锦轩服装店存续,个体工商户,,-,2014-10-23,山东省,批发和零售业,-,2014-10-23,370613600138233,,-,烟台市莱山区市场监督管理局,-,-,-,存续,服装、鞋帽、包零售,,-,-,***至无固定期限
610,-,山东省烟台市莱山区黄海路街道办事处观海路63号办公楼1108-1号查看地图附近公司,烟台市洪正商务信息咨询服务中心在业,个人独资企业,-,-,2017-05-08,山东省,租赁和商务服务业,-,2017-05-08,370613300038499,,-,烟台市莱山区市场监督管理局,91370613MA3DLPQK65,MA3DLPQK-6,,在营（开业）企业,商务信息咨询企业管理咨询企业形象策划市场营销策划会务服务公关活动策划(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370613MA3DLPQK65,-,***至无固定期限
611,-,山东省烟台市莱山区莱山镇工业园昊晟路2号查看地图附近公司,烟台德润润滑油有限公司在业,有限责任公司(自然人独资),-,-,2014-10-10,山东省,批发和零售业,-,2017-07-07,370613200043618,,400万人民币元,烟台市莱山区市场监督管理局,91370613312862910L,31286291-0,,在营（开业）企业,润滑油的分装、批发、零售润滑脂、防冻液批发、零售。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370613312862910L,-,2014-10-10至无固定期限
612,-,山东省烟台市莱山区迎春大街169号701号查看地图附近公司,烟台大一景观设计有限公司在业,有限责任公司(自然人投资或控股),-,-,2017-12-18,山东省,水利、环境和公共设施管理业,-,2017-12-18,370613200107134,,200万人民币元,烟台市莱山区市场监督管理局,91370613MA3MGR9HX9,MA3MGR9H-X,,在营（开业）企业,景观设计园林绿化工程施工花卉种植销售、租赁建筑设计电脑图文设计制作土方工程、室内外装潢设计施工市场营销策划企业形象策划文化艺术策划金属材料、五金机电、建筑材料销售、租赁。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370613MA3MGR9HX9,-,2017-12-18至无固定期限
